spEmitCode,repDivID,gasID,gas_name_raw,gas_name_norm,unit,year,value,label,is_reported,fetched_at,source_url
985753107,1,0,合計,合計,千,2009,807789.0,808,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2010,795633.0,796,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2011,984078.0,984,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2012,917862.0,918,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2013,986926.0,987,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2014,906399.0,906,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2015,871689.0,872,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2016,870798.0,871,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2017,892734.0,893,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2018,835831.0,836,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2019,831690.0,832,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2020,750984.0,751,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2021,809484.0,809,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
985753107,1,0,合計,合計,千,2022,852805.0,853,1,2025-12-30T08:55:26.130278+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=985753107&repDivID=1
