spEmitCode,repDivID,gasID,gas_name_raw,gas_name_norm,unit,year,value,label,is_reported,fetched_at,source_url
580011642,1,0,合計,合計,千,2009,36514.0,37,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2010,35182.0,35,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2011,32397.0,32,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2012,38449.0,38,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2013,39396.0,39,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2014,40676.0,41,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2015,39066.0,39,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2016,38170.0,38,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2017,38837.0,39,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2018,39013.0,39,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2019,39456.0,39,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2020,41717.0,42,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2021,38353.0,38,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2022,35733.0,36,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,0,合計,合計,千,2023,39049.0,39,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=580011642&repDivID=1
580011642,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2009,36514.0,37,1,2025-12-30T09:31:27.468319+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=580011642&repDivID=1
