spEmitCode,repDivID,gasID,gas_name_raw,gas_name_norm,unit,year,value,label,is_reported,fetched_at,source_url
118021424,1,0,合計,合計,千,2017,1451980.0,"1,452",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,0,合計,合計,千,2018,1942072.0,"1,942",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,0,合計,合計,千,2019,2035012.0,"2,035",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,0,合計,合計,千,2020,2181796.0,"2,182",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,0,合計,合計,千,2021,2320280.0,"2,320",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,0,合計,合計,千,2022,1916350.0,"1,916",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,0,合計,合計,千,2023,1892396.0,"1,892",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=118021424&repDivID=1
118021424,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2017,1278580.0,"1,279",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=118021424&repDivID=1
118021424,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2018,1622672.0,"1,623",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=118021424&repDivID=1
118021424,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2019,1702012.0,"1,702",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=118021424&repDivID=1
118021424,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2020,1783796.0,"1,784",1,2025-12-30T08:51:19.859572+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=118021424&repDivID=1
