spEmitCode,repDivID,gasID,gas_name_raw,gas_name_norm,unit,year,value,label,is_reported,fetched_at,source_url
740054417,1,0,合計,合計,千,2009,11870.0,12,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2010,11526.0,12,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2011,10275.0,10,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2012,12726.0,13,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2013,15820.0,16,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2014,16088.0,16,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2015,15707.0,16,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2016,16577.0,17,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2017,13520.0,14,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2018,13551.0,14,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2019,13086.0,13,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2020,10755.0,11,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2021,12887.0,13,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2022,11353.0,11,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,0,合計,合計,千,2023,9604.0,10,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=0&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2009,11870.0,12,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2010,11526.0,12,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2011,10275.0,10,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2012,12726.0,13,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2013,15820.0,16,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2014,16088.0,16,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2015,15707.0,16,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2016,16577.0,17,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2017,13520.0,14,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2018,13551.0,14,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2019,13086.0,13,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2020,10755.0,11,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2021,12887.0,13,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2022,11353.0,11,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,1,エネルギー起源CO<sub>2</sub>,エネルギー起源CO_2,千,2023,9604.0,10,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=1&spEmitCode=740054417&repDivID=1
740054417,1,11,エネルギー起源CO<sub>2</sub>（廃棄物の原燃料使用）,エネルギー起源CO_2（廃棄物の原燃料使用）,,2023,1.0,0,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=11&spEmitCode=740054417&repDivID=1
740054417,1,20,調整後排出量,調整後排出量,千,2009,10911.0,11,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=20&spEmitCode=740054417&repDivID=1
740054417,1,20,調整後排出量,調整後排出量,千,2010,10589.0,11,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=20&spEmitCode=740054417&repDivID=1
740054417,1,20,調整後排出量,調整後排出量,千,2011,10113.0,10,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=20&spEmitCode=740054417&repDivID=1
740054417,1,20,調整後排出量,調整後排出量,千,2012,11931.0,12,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=20&spEmitCode=740054417&repDivID=1
740054417,1,20,調整後排出量,調整後排出量,千,2013,14942.0,15,1,2025-12-30T08:50:03.151801+00:00,https://eegs.env.go.jp/ghg-santeikohyo-result/corporate/graph?gasID=20&spEmitCode=740054417&repDivID=1
