ticker,yf_symbol,gx_company_name,mapped_company_name,emission_label,gx_industry,rank_company_name,asof_is,asof_bs,asof_cf,revenue,gross_profit,operating_income,pretax_income,net_income,total_assets,total_liabilities,total_equity,total_debt,operating_cf,capex,free_cf,market_cap,last_price,shares_outstanding,pe,pb,ps_est,net_margin,op_margin,roe,roa,debt_to_equity,revenue_yoy,net_income_yoy
7701,7701.T,株式会社島津製作所,島津製作所,1.0,はん用、生産用、業務用機械器具製造業,株式会社島津製作所,2025-03-31,2025-03-31,2025-03-31,539047000000.0,234442000000.0,71720000000.0,71728000000.0,53776000000.0,672177000000.0,,498057000000.0,11747000000.0,,,36900000000.0,1221932613632.0,4229.0,288941285.0,21.909647,2.3772783,2.266838723955425,0.09976124530885062,0.1330496227601675,0.1079715775503607,0.08000273737423327,0.02358565385086446,0.05304212778011119,-0.05717341374897
6223,6223.T,株式会社西部技研,西部技研,1.0,はん用、生産用、業務用機械器具製造業,株式会社西部技研,2024-12-31,2024-12-31,2024-12-31,32069000000.0,10904000000.0,4031000000.0,4221000000.0,3336000000.0,42795000000.0,,29912000000.0,1524000000.0,,,4833000000.0,34501500928.0,1683.0,20500000.0,10.335299,1.121257,1.0758520979138733,0.10402569459602731,0.12569771430353302,0.11152714629580102,0.07795303189624957,0.05094945172506018,0.11641427328111398,-0.027688720489653207
4202,4202.T,株式会社ダイセル,ダイセル,2.0,化学工業,株式会社ダイセル,2025-03-31,2025-03-31,2025-03-31,586531000000.0,164746000000.0,61011000000.0,65499000000.0,49480000000.0,813831000000.0,,359983000000.0,280919000000.0,,,21064000000.0,362708500480.0,1387.0,261505782.0,10.183554,0.9701811,0.6183961299232266,0.08436041743744149,0.10402007737016458,0.13745093518305032,0.06079886364613783,0.7803674062386279,0.05102534512665402,-0.11380162624923884
6383,6383.T,株式会社ダイフク,ダイフク,1.0,はん用、生産用、業務用機械器具製造業,株式会社ダイフク,2024-03-31,2024-03-31,2024-03-31,611477000000.0,116628000000.0,62080000000.0,63287000000.0,45461000000.0,646154000000.0,,358410000000.0,70616000000.0,,,37117000000.0,1788128526336.0,4863.0,367700719.0,30.950867,4.242034,2.9242776528569348,0.07434621416668166,0.1015246689572952,0.12684076895175916,0.07035629277231124,0.19702575262966993,0.015874149806785587,0.10213828549263004
6622,6622.T,株式会社ダイヘン,ダイヘン,1.0,電気機械器具製造業,株式会社ダイヘン,2025-03-31,2025-03-31,2025-03-31,226375000000.0,63860000000.0,16179000000.0,17833000000.0,11961000000.0,290234000000.0,,138371000000.0,68944000000.0,,,15268000000.0,229509365760.0,9600.0,23907226.0,17.909445,1.5883992,1.0138459006515737,0.05283710657095527,0.07146990612921038,0.08644152315152742,0.041211574109167086,0.49825469209588713,0.20047621320351494,-0.27482720989450704
5946,5946.T,株式会社長府製作所,長府製作所,1.0,電気機械器具製造業,株式会社長府製作所,2024-12-31,2024-12-31,2024-12-31,46123000000.0,10393000000.0,1746000000.0,4494000000.0,3139000000.0,143260000000.0,,135248000000.0,,,,1076000000.0,68277985280.0,2008.0,34002980.0,29.71733,0.5059548,1.4803457121175987,0.06805715152960562,0.0378552999588058,0.0232092156630782,0.02191121038670948,,-0.04912794293489464,-0.2148574287143572
6902,6902.T,株式会社デンソー,デンソー,1.0,輸送用機械器具製造業,株式会社デンソー,2025-03-31,2025-03-31,2025-03-31,7161777000000.0,1102867000000.0,518953000000.0,578005000000.0,419081000000.0,8125000000000.0,,4978266000000.0,699384000000.0,,,313321000000.0,5754023575552.0,2139.5,2689424320.0,16.825258,1.1670594,0.8034351775476952,0.058516343080774504,0.07246148546652598,0.08418212285161139,0.0515792,0.14048747093867625,0.0023855335111893083,0.3398115674683735
6995,6995.T,株式会社東海理化電機製作所,東海理化電機製作所,1.0,輸送用機械器具製造業,株式会社東海理化電機製作所,2025-03-31,2025-03-31,2025-03-31,617660000000.0,89654000000.0,35440000000.0,40039000000.0,27808000000.0,510942000000.0,,316075000000.0,11062000000.0,,,8575000000.0,267241455616.0,3140.0,85108744.0,7.478505,0.8031687,0.4326675770100055,0.04502153288216818,0.057377845416572225,0.08797911888001266,0.05442496408594322,0.03499802262121332,-0.009458622934835237,0.11903420523138841
6617,6617.T,株式会社東光高岳,東光高岳,1.0,電気機械器具製造業,株式会社東光高岳,2025-03-31,2025-03-31,2025-03-31,106624000000.0,25465000000.0,6095000000.0,6177000000.0,3824000000.0,113652000000.0,,60966000000.0,3710000000.0,,,1033000000.0,59071766528.0,3680.0,16052110.0,12.004567,0.9421333,0.554019418967587,0.03586434573829532,0.057163490396158465,0.06272348522127087,0.03364657023193609,0.06085359052586688,-0.007021922553968274,-0.1808054841473865
4043,4043.T,株式会社トクヤマ,トクヤマ,2.0,化学工業,株式会社トクヤマ,2025-03-31,2025-03-31,2025-03-31,343073000000.0,108143000000.0,29968000000.0,31315000000.0,23388000000.0,476207000000.0,,261561000000.0,110689000000.0,,,29770000000.0,294758318080.0,4097.0,71944909.0,12.336645,1.0861404,0.8591708414244199,0.06817207999463672,0.08735167151014507,0.08941700024086159,0.049113095775576585,0.4231861783675701,0.003166759261966634,0.3175595741085009
