事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
三菱マテリアル株式会社,6010001023786,985793701,東京都千代田区,製造業 非鉄金属製造業 非鉄金属第1次製錬・精製業 銅第1次製錬・精製業,"5,851 人",5711,（記載なし）,"1,767 tCO2","1,681 tCO2","1,711 tCO2",（未公開年度）,,
