事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
愛知製鋼株式会社,9180001094156,400004029,愛知県東海市,製造業 鉄鋼業 製鋼・製鋼圧延業 製鋼・製鋼圧延業,"2,735 人",5482,JP3103600007,（記載なし）,3 tCO2,（記載なし）,（未公開年度）,,
愛知製鋼株式会社,9180001094156,400004029,愛知県東海市,製造業 鉄鋼業 製鋼・製鋼圧延業 製鋼・製鋼圧延業,"2,735 人",5482,JP3103600007,（記載なし）,"10,809 tCO2","10,399 tCO2",（未公開年度）,,
