事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
札幌市,9000020011002,995100006,北海道札幌市,公務（他に分類されるものを除く） 地方公務 市町村の機関 市町村の機関,"12,995 人",（記載なし）,（記載なし）,15 tCO2,13 tCO2,14 tCO2,（未公開年度）,,
札幌市,9000020011002,995100006,北海道札幌市,公務（他に分類されるものを除く） 地方公務 市町村の機関 市町村の機関,"12,995 人",（記載なし）,（記載なし）,（記載なし）,670 tCO2,490 tCO2,（未公開年度）,,
