事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
山陽特殊製鋼株式会社,6140001058935,540033510,兵庫県姫路市,製造業 鉄鋼業 製鋼・製鋼圧延業 製鋼・製鋼圧延業,"1,611 人",（記載なし）,（記載なし）,（記載なし）,"43,834 tCO2","53,611 tCO2",（未公開年度）,,
