事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
本田技研工業株式会社,6010401027577,985757509,東京都港区,製造業 輸送用機械器具製造業 自動車・同附属品製造業 自動車製造業（二輪自動車を含む）,（記載なし）,（記載なし）,（記載なし）,（記載なし）,526 tCO2,536 tCO2,（未公開年度）,,
