事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL,詳細_事業者名,詳細_事業所名,詳細_所在都道府県,詳細_特定排出者コード,詳細_事業所において行われる事業
マイクロンメモリジャパン株式会社,9010001066980,987907697,広島県東広島市,製造業 電子部品・デバイス・電子回路製造業 電子デバイス製造業 集積回路製造業,"3,500 人",（記載なし）,（記載なし）,マイクロンメモリ　ジャパン株式会社　FAB15,電子部品・デバイス・電子回路製造業,広島県東広島市,"1,108,474 tCO2",1108474,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=987907697&office=マイクロンメモリ　ジャパン株式会社　FAB15,マイクロンメモリジャパン株式会社,マイクロンメモリ　ジャパン株式会社　FAB15,広島県,987907697,製造業 電子部品・デバイス・電子回路製造業 電子デバイス製造業 集積回路製造業
マイクロンメモリジャパン株式会社,9010001066980,987907697,広島県東広島市,製造業 電子部品・デバイス・電子回路製造業 電子デバイス製造業 集積回路製造業,"3,500 人",（記載なし）,（記載なし）,マイクロンメモリ　ジャパン株式会社　橋本技術センター,電子部品・デバイス・電子回路製造業,神奈川県相模原市,"3,538 tCO2",3538,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=987907697&office=マイクロンメモリ　ジャパン株式会社　橋本技術センター,マイクロンメモリジャパン株式会社,マイクロンメモリ　ジャパン株式会社　橋本技術センター,神奈川県,987907697,製造業 電子部品・デバイス・電子回路製造業 管理，補助的経済活動を行う事業所（28電子部品・デバイス・電子回路製造業） その他の管理，補助的経済活動を行う事業所
