事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL,詳細_事業者名,詳細_事業所名,詳細_所在都道府県,詳細_特定排出者コード,詳細_事業所において行われる事業,推移_合計_千tCO2_2022
帝人株式会社,8120001077489,580001341,大阪府大阪市,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,（記載なし）,（記載なし）,（記載なし）,松山事業所北,繊維工業,愛媛県松山市,"258,273 tCO2",258273,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=580001341&office=松山事業所北,帝人株式会社,松山事業所北,愛媛県,580001341,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,
帝人株式会社,8120001077489,580001341,大阪府大阪市,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,（記載なし）,（記載なし）,（記載なし）,帝人株式会社　三島事業所,繊維工業,静岡県長泉町,"115,245 tCO2",115245,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=580001341&office=帝人株式会社　三島事業所,帝人株式会社,帝人株式会社　三島事業所,静岡県,580001341,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 炭素繊維製造業,
帝人株式会社,8120001077489,580001341,大阪府大阪市,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,（記載なし）,（記載なし）,（記載なし）,岩国事業所,繊維工業,山口県岩国市,"32,485 tCO2",32485,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=580001341&office=岩国事業所,帝人株式会社,岩国事業所,山口県,580001341,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,
帝人株式会社,8120001077489,580001341,大阪府大阪市,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,（記載なし）,（記載なし）,（記載なし）,松山事業所（南）,繊維工業,愛媛県松山市,"8,699 tCO2",8699,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=580001341&office=松山事業所（南）,帝人株式会社,松山事業所（南）,愛媛県,580001341,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,580001341.0
帝人株式会社,8120001077489,580001341,大阪府大阪市,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,（記載なし）,（記載なし）,（記載なし）,樹脂事業本部　三原生産部,プラスチック製品製造業（別掲を除く）,広島県三原市,"5,797 tCO2",5797,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=580001341&office=樹脂事業本部　三原生産部,帝人株式会社,樹脂事業本部　三原生産部,広島県,580001341,製造業 プラスチック製品製造業（別掲を除く） プラスチック成形材料製造業（廃プラスチックを含む） プラスチック成形材料製造業,
帝人株式会社,8120001077489,580001341,大阪府大阪市,製造業 繊維工業 製糸業，紡績業，化学繊維・ねん糸等製造業 化学繊維製造業,（記載なし）,（記載なし）,（記載なし）,揖斐川事業所,プラスチック製品製造業（別掲を除く）,岐阜県神戸町,"2,833 tCO2",2833,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=580001341&office=揖斐川事業所,帝人株式会社,揖斐川事業所,岐阜県,580001341,製造業 プラスチック製品製造業（別掲を除く） 発泡・強化プラスチック製品製造業 強化プラスチック製板・棒・管・継手製造業,
