事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
株式会社ＳＵＭＣＯ,3010401046159,986945521,東京都港区,製造業 電気機械器具製造業 その他の電気機械器具製造業 その他の電気機械器具製造業,（記載なし）,3436,（記載なし）,（記載なし）,707 tCO2,"4,903 tCO2",（未公開年度）,,
