事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL,詳細_事業者名,詳細_事業所名,詳細_所在都道府県,詳細_特定排出者コード,詳細_事業所において行われる事業
株式会社コベルコパワー神戸,3140001008265,538010287,兵庫県神戸市,電気・ガス・熱供給・水道業 電気業 電気業 発電業,152 人,（記載なし）,（記載なし）,株式会社コベルコパワー神戸　神戸発電所,電気業,兵庫県神戸市,"401,562 tCO2",401562,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=538010287&office=株式会社コベルコパワー神戸　神戸発電所,株式会社コベルコパワー神戸,株式会社コベルコパワー神戸　神戸発電所,兵庫県,538010287,電気・ガス・熱供給・水道業 電気業 電気業 発電業
