事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL
ソニーセミコンダクタマニュファクチャリング株式会社,4290001021319,890006205,熊本県菊陽町,製造業 電子部品・デバイス・電子回路製造業 電子デバイス製造業 半導体素子製造業（光電変換素子を除く）,"10,600 人",（記載なし）,（記載なし）,"50,349 tCO2","157,802 tCO2","245,748 tCO2",（未公開年度）,,
