事業者名,法人番号,特定排出者コード,所在地,主たる事業,従業員数,株式銘柄コード,ISINコード,事業所名,一覧_事業,一覧_所在地,一覧_温室効果ガス算定排出量_text,一覧_温室効果ガス算定排出量_tCO2,詳細ページURL,詳細_事業者名,詳細_事業所名,詳細_所在都道府県,詳細_特定排出者コード,詳細_事業所において行われる事業
河合石灰工業株式会社,4200001013456,450047276,岐阜県大垣市,製造業 窯業・土石製品製造業 その他の窯業・土石製品製造業 石灰製造業,199 人,（記載なし）,（記載なし）,鹿島事業部,窯業・土石製品製造業,茨城県鹿嶋市,"297,397 tCO2",297397,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=450047276&office=鹿島事業部,河合石灰工業株式会社,鹿島事業部,茨城県,450047276,製造業 窯業・土石製品製造業 その他の窯業・土石製品製造業 石灰製造業
河合石灰工業株式会社,4200001013456,450047276,岐阜県大垣市,製造業 窯業・土石製品製造業 その他の窯業・土石製品製造業 石灰製造業,199 人,（記載なし）,（記載なし）,赤坂工場,窯業・土石製品製造業,岐阜県大垣市,"164,254 tCO2",164254,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=450047276&office=赤坂工場,河合石灰工業株式会社,赤坂工場,岐阜県,450047276,製造業 窯業・土石製品製造業 その他の窯業・土石製品製造業 石灰製造業
河合石灰工業株式会社,4200001013456,450047276,岐阜県大垣市,製造業 窯業・土石製品製造業 その他の窯業・土石製品製造業 石灰製造業,199 人,（記載なし）,（記載なし）,和歌山工場,窯業・土石製品製造業,和歌山県和歌山市,"152,403 tCO2",152403,https://eegs.env.go.jp/ghg-santeikohyo-result/office?spEmitCode=450047276&office=和歌山工場,河合石灰工業株式会社,和歌山工場,和歌山県,450047276,製造業 窯業・土石製品製造業 その他の窯業・土石製品製造業 石灰製造業
