company_name,source_files,asof,doc_count_total,apps_count_5y,grant_count,grant_rate,valid_patent_count,valid_patent_rate,maintenance_event_count,maintenance_event_rate,coapp_count,coapp_rate,fi_unique_count
高砂熱学工業,/Users/shou/hobby/CPX/nikkei-stock/data/source/patent_counts/高砂熱学工業_国内文献.csv,2026-01-06,497,29,497,1.0,497,1.0,389,0.7826961770623743,128,0.2575452716297787,1208
