spEmitCode,year,score__energy_co2,score__adjusted_emissions,score__total_emissions,score__non_energy_co2,score__energy_co2_pre_allocation,score__total,rank__total,n_scored_metrics,quality_weight,score__phaseE,rank__phaseE
985642304,2023,0.9508196721311476,,0.9508196721311476,,,0.9508196721311476,11.0,2,0.6615384615384615,0.6290037831021438,1.0
580031215,2023,0.8743169398907104,,0.8743169398907104,,,0.8743169398907102,24.0,2,0.6615384615384615,0.578394283312316,2.0
986331452,2023,0.8415300546448088,,0.8415300546448088,,,0.8415300546448087,29.0,2,0.6615384615384615,0.5567044976881041,3.0
580042649,2023,0.7759562841530054,,0.7759562841530054,,,0.7759562841530053,42.0,2,0.6615384615384615,0.5133249264396804,4.0
580000120,2023,0.9972677595628416,0.9971910112359552,0.9972677595628416,,,0.9972433396406504,1.0,3,0.5,0.4986216698203252,5.0
580006221,2023,0.9972677595628416,0.9775280898876404,0.9972677595628416,,,0.9909869555752776,2.0,3,0.5,0.4954934777876388,6.0
420015816,2023,0.989071038251366,0.9831460674157304,0.989071038251366,,,0.9871858202582092,3.0,3,0.5,0.4935929101291046,7.0
985405005,2023,0.9836065573770492,0.9606741573033708,0.9836065573770492,,,0.9763098846263336,4.0,3,0.5,0.4881549423131668,8.0
280263436,2023,0.9781420765027322,0.9719101123595506,0.9781420765027322,,,0.9761591788208108,5.0,3,0.5,0.4880795894104054,9.0
580038181,2023,0.9726775956284152,0.949438202247191,0.9726775956284152,,,0.965283243188935,6.0,3,0.5,0.4826416215944675,10.0
260094087,2023,0.9672131147540984,0.9550561797752808,0.9672131147540984,,,0.9633449990790202,7.0,3,0.5,0.4816724995395101,11.0
400095131,2023,0.9453551912568308,0.9887640449438202,0.9453551912568308,,,0.9591670992481456,8.0,3,0.5,0.4795835496240728,12.0
985036501,2023,0.9398907103825136,0.9971910112359552,0.9398907103825136,,,0.958122624290427,9.0,3,0.5,0.4790613121452135,13.0
800162996,2023,0.9617486338797814,0.9382022471910112,0.9617486338797814,,,0.9542566017515364,10.0,3,0.5,0.4771283008757682,14.0
580006526,2023,0.9562841530054644,0.9325842696629212,0.9562841530054644,,,0.9487432810328372,12.0,3,0.5,0.4743716405164186,15.0
985146306,2023,0.9289617486338798,0.9662921348314608,0.9289617486338798,,,0.9408395987876556,13.0,3,0.5,0.4704197993938278,16.0
985091807,2023,0.9344262295081968,0.9269662921348316,0.9344262295081968,,,0.932052613071217,14.0,3,0.5,0.4660263065356085,17.0
400231841,2023,0.9234972677595628,0.904494382022472,0.9234972677595628,,,0.917450895025034,15.0,3,0.5,0.458725447512517,18.0
985456201,2023,0.907103825136612,0.9157303370786516,0.907103825136612,,,0.9098486243908974,16.0,3,0.5,0.4549243121954487,19.0
985101000,2023,0.918032786885246,0.8820224719101124,0.918032786885246,,,0.906574959393158,17.0,3,0.5,0.453287479696579,20.0
985851108,2023,0.912568306010929,0.8707865168539326,0.912568306010929,,,0.8992741003700666,18.0,3,0.5,0.4496370501850333,21.0
985780104,2023,0.8688524590163934,0.9438202247191012,0.8688524590163934,,0.9333333333333332,0.8960914635394283,19.0,4,0.5,0.44804573176971413,22.0
580028819,2023,0.9016393442622952,0.8651685393258427,0.9016393442622952,,,0.8900349972370603,20.0,3,0.5,0.4450174986185301,23.0
580191442,2023,0.8961748633879781,0.8426966292134831,0.8961748633879781,,,0.8791590616051845,21.0,3,0.5,0.43957953080259227,24.0
985794404,2023,0.8633879781420765,0.9101123595505618,0.8633879781420765,,,0.8782548267720492,22.0,3,0.5,0.4391274133860246,25.0
985786805,2023,0.8524590163934426,0.9213483146067416,0.8524590163934426,,,0.8743783385522197,23.0,3,0.5,0.43718916927610985,26.0
500107029,2023,0.8907103825136612,0.8258426966292135,0.8907103825136612,,,0.8700706642777007,25.0,3,0.5,0.4350353321388504,27.0
580000489,2023,0.8797814207650273,0.848314606741573,0.8797814207650273,,,0.8697692526666557,26.0,3,0.5,0.43488462633332786,28.0
800351401,2023,0.8852459016393442,0.8202247191011236,0.8852459016393442,,,0.8645573435590014,27.0,3,0.5,0.4322786717795007,29.0
580021818,2023,0.8579234972677595,0.8089887640449438,0.8579234972677595,,,0.8423533548786819,28.0,3,0.5,0.42117667743934095,30.0
580014081,2023,0.8087431693989071,0.898876404494382,0.8087431693989071,,,0.8374219260201946,30.0,3,0.5,0.4187109630100973,31.0
985836308,2023,0.819672131147541,0.8595505617977528,0.819672131147541,,,0.8323607227180629,31.0,3,0.5,0.41618036135903147,32.0
581100003,2023,0.8469945355191257,0.7921348314606742,0.8469945355191257,,,0.8295391751368912,32.0,3,0.5,0.4147695875684456,33.0
740054417,2023,0.8306010928961749,0.8033707865168539,0.8306010928961749,,,0.8219369045027546,33.0,3,0.5,0.4109684522513773,34.0
985376100,2023,0.825136612021858,0.797752808988764,0.825136612021858,,,0.8164235837840554,34.0,3,0.5,0.4082117918920277,35.0
580004129,2023,0.8360655737704918,0.7696629213483146,0.8360655737704918,,,0.8149374570907082,35.0,3,0.5,0.4074687285453541,36.0
500015052,2023,0.7704918032786885,0.8932584269662921,0.7704918032786885,,,0.8095539108156534,36.0,3,0.5,0.4047769554078267,37.0
985681705,2023,0.7868852459016393,0.8370786516853933,0.7868852459016393,,,0.802855875014652,37.0,3,0.5,0.401427937507326,38.0
985331903,2023,0.8142076502732241,0.7752808988764045,0.8142076502732241,,,0.8018218657378725,38.0,3,0.5,0.40091093286893625,39.0
985134029,2023,0.8032786885245902,0.7808988764044944,0.8032786885245902,,,0.7961578392136507,39.0,3,0.5,0.39807891960682534,40.0
600019161,2023,0.7978142076502732,0.7584269662921348,0.7978142076502732,,,0.7852819035817749,40.0,3,0.5,0.3926409517908874,41.0
710038762,2023,0.7923497267759563,0.7415730337078652,0.7923497267759563,,,0.776193506254291,41.0,3,0.5,0.3880967531271455,42.0
430018867,2023,0.7814207650273224,0.7471910112359551,0.7814207650273224,,,0.7705294797300694,43.0,3,0.5,0.3852647398650347,43.0
987601839,2023,0.7158469945355191,0.8764044943820225,0.7213114754098361,,,0.7681753992308423,44.0,3,0.5,0.38408769961542116,44.0
580045257,2023,0.5792349726775956,,0.5792349726775956,,,0.5792349726775956,84.0,2,0.6615384615384615,0.3831862126944094,45.0
985794601,2023,0.726775956284153,0.8146067415730337,0.73224043715847,,,0.7559640427111417,45.0,3,0.5,0.37798202135557085,46.0
985035755,2023,0.7650273224043715,0.7359550561797753,0.7650273224043715,,,0.7557770558783637,46.0,3,0.5,0.3778885279391819,47.0
675007221,2023,0.7486338797814208,0.7640449438202247,0.7540983606557377,,,0.7547793276288395,47.0,3,0.5,0.37738966381441974,48.0
400108462,2023,0.73224043715847,0.7865168539325843,0.7377049180327869,,,0.7507521336034876,48.0,3,0.5,0.3753760668017438,49.0
985866101,2023,0.7595628415300546,0.7303370786516854,0.7595628415300546,,,0.7502637351596644,49.0,3,0.5,0.3751318675798322,50.0
500011492,2023,0.6885245901639344,0.8539325842696629,0.6721311475409836,,,0.7374286240559957,50.0,3,0.5,0.36871431202799787,51.0
200106551,2023,0.7431693989071039,0.7191011235955056,0.7486338797814208,,,0.7367532387793948,51.0,3,0.5,0.3683766193896974,52.0
348007181,2023,0.7540983606557377,0.7078651685393258,0.7158469945355191,,,0.7306943072277388,52.0,3,0.5,0.3653471536138694,53.0
985855107,2023,0.6775956284153005,0.8314606741573034,0.6885245901639344,,,0.7290365433669911,53.0,3,0.5,0.36451827168349554,54.0
400108551,2023,0.7377049180327869,0.6910112359550562,0.7431693989071039,,,0.7240897648431266,54.0,3,0.5,0.3620448824215633,55.0
580001842,2023,0.7103825136612022,0.7134831460674157,0.7103825136612022,,,0.7113690785177248,55.0,3,0.5,0.3556845392588624,56.0
985302607,2023,0.7049180327868853,0.6741573033707865,0.7049180327868853,,,0.695130527972672,56.0,3,0.5,0.347565263986336,57.0
988792136,2023,0.6612021857923497,0.7528089887640449,0.6612021857923497,,,0.6903498049197073,57.0,3,0.5,0.34517490245985366,58.0
985073809,2023,0.7213114754098361,0.6179775280898876,0.726775956284153,,,0.6896744196431064,58.0,3,0.5,0.3448372098215532,59.0
985815308,2023,0.6939890710382514,0.6685393258426966,0.6775956284153005,,,0.6821656424253589,59.0,3,0.5,0.34108282121267947,60.0
430016693,2023,0.5846994535519126,0.8876404494382022,0.5846994535519126,,,0.681089770424823,60.0,3,0.5,0.3405448852124115,61.0
400001985,2023,0.6830601092896175,0.6629213483146067,0.6939890710382514,,,0.679136176649531,61.0,3,0.5,0.3395680883247655,62.0
800003425,2023,0.6994535519125683,0.6348314606741573,0.6994535519125683,,,0.6788919774276195,62.0,3,0.5,0.33944598871380977,63.0
580189711,2023,0.6557377049180327,0.7247191011235955,0.6557377049180327,,,0.6776863309834391,63.0,3,0.5,0.33884316549171956,64.0
430015561,2023,0.6721311475409836,0.6797752808988764,0.6830601092896175,,,0.6770472267340936,64.0,3,0.5,0.3385236133670468,65.0
985475903,2023,0.6666666666666666,0.6404494382022472,0.6666666666666666,,,0.6583248212461696,65.0,3,0.5,0.3291624106230848,66.0
580004067,2023,0.6502732240437158,0.6573033707865169,0.6502732240437158,,,0.6525100889164254,66.0,3,0.5,0.3262550444582127,67.0
810002001,2023,0.6338797814207651,0.6853932584269663,0.6338797814207651,,,0.6502704331954656,67.0,3,0.5,0.3251352165977328,68.0
580304671,2023,0.644808743169399,0.6123595505617978,0.644808743169399,,,0.6344840000669805,68.0,3,0.5,0.31724200003349023,69.0
985115201,2023,0.6284153005464481,0.6292134831460674,0.6284153005464481,,,0.6286692677372361,69.0,3,0.5,0.31433463386861804,70.0
580016326,2023,0.639344262295082,0.5955056179775281,0.639344262295082,,,0.6253956027394967,70.0,3,0.5,0.31269780136974834,71.0
985724508,2023,0.6065573770491803,0.5842696629213483,0.6010928961748634,0.7804878048780488,,0.6200955722579882,71.0,4,0.5,0.3100477861289941,72.0
987070351,2023,0.6174863387978142,0.6067415730337079,0.6174863387978142,,,0.6140675496910533,72.0,3,0.5,0.30703377484552663,73.0
400095186,2023,0.5628415300546448,0.702247191011236,0.5683060109289617,,,0.6084398041940868,73.0,3,0.5,0.3042199020970434,74.0
985347402,2023,0.5901639344262295,0.6460674157303371,0.5901639344262295,,,0.6079514057502639,74.0,3,0.5,0.3039757028751319,75.0
580363860,2023,0.5683060109289617,0.5730337078651685,0.5737704918032787,,1.0,0.6067978551400913,75.0,4,0.5,0.30339892757004566,76.0
985351601,2023,0.6120218579234973,0.601123595505618,0.5956284153005464,,,0.604828446558047,76.0,3,0.5,0.3024142232790235,77.0
400090555,2023,0.6010928961748634,0.5898876404494382,0.6120218579234973,,,0.6000114424778268,77.0,3,0.5,0.3000057212389134,78.0
580011642,2023,0.6229508196721312,0.5393258426966292,0.6229508196721312,,,0.5963428724526534,78.0,3,0.5,0.2981714362263267,79.0
440052174,2023,0.5956284153005464,0.5786516853932584,0.6065573770491803,,,0.5927105834547354,79.0,3,0.5,0.2963552917273677,80.0
500025003,2023,0.5300546448087432,0.5674157303370787,0.5191256830601093,0.951219512195122,,0.5888697404933159,80.0,4,0.5,0.29443487024665793,81.0
580123424,2023,0.5355191256830601,0.6966292134831461,0.5355191256830601,,,0.5867814263467239,81.0,3,0.5,0.29339071317336196,82.0
985471403,2023,0.5519125683060109,0.651685393258427,0.5519125683060109,,,0.583658467154507,82.0,3,0.5,0.2918292335772535,83.0
400014025,2023,0.5737704918032787,0.5449438202247191,0.5628415300546448,0.7317073170731707,,0.5824656504439423,83.0,4,0.5,0.29123282522197114,84.0
985384406,2023,0.5573770491803278,0.5617977528089888,0.5573770491803278,,,0.5587836366985383,85.0,3,0.5,0.2793918183492691,85.0
985710807,2023,0.546448087431694,0.550561797752809,0.546448087431694,,,0.5477569952611397,86.0,3,0.5,0.2738784976305699,86.0
985083805,2023,0.5409836065573771,0.5561797752808989,0.5409836065573771,,,0.545818751151225,87.0,3,0.5,0.2729093755756125,87.0
985681302,2023,0.4808743169398907,0.4831460674157303,0.4699453551912568,1.0,,0.5416196966906122,88.0,4,0.5,0.2708098483453061,88.0
985350103,2023,0.5245901639344263,0.4887640449438202,0.4972677595628415,0.6829268292682927,,0.5280947695828037,89.0,4,0.5,0.26404738479140183,89.0
530011724,2023,0.5191256830601093,0.5280898876404494,0.5300546448087432,,,0.5244617849149071,90.0,3,0.5,0.26223089245745357,90.0
430113534,2023,0.4754098360655737,0.6235955056179775,0.4808743169398907,,,0.5238017493036834,91.0,3,0.5,0.2619008746518417,91.0
985741607,2023,0.5136612021857924,0.5337078651685393,0.5245901639344263,,,0.5225235408049924,92.0,3,0.5,0.2612617704024962,92.0
570009570,2023,0.5081967213114754,0.5056179775280899,0.5136612021857924,,,0.5086181393972885,93.0,3,0.5,0.25430906969864425,93.0
985043309,2023,0.5027322404371585,0.5112359550561798,0.5081967213114754,,,0.5066798952873737,94.0,3,0.5,0.25333994764368684,94.0
400096862,2023,0.4972677595628415,0.5168539325842697,0.5027322404371585,,,0.504741651177459,95.0,3,0.5,0.2523708255887295,95.0
580038870,2023,0.4918032786885246,0.5224719101123596,0.4918032786885246,,,0.5015614795961085,96.0,3,0.5,0.25078073979805426,96.0
500032213,2023,0.4699453551912568,0.5,0.4863387978142076,,,0.4832339791356186,97.0,3,0.5,0.2416169895678093,97.0
985711303,2023,0.4316939890710382,0.4606741573033708,0.448087431693989,,0.8,0.4742540062626634,98.0,4,0.5,0.2371270031313317,98.0
400083612,2023,0.4644808743169399,0.4662921348314606,0.4754098360655737,,0.5333333333333333,0.4730237305826734,99.0,4,0.5,0.2365118652913367,99.0
580349898,2023,0.453551912568306,0.4719101123595505,0.4644808743169399,,,0.4618770128993007,100.0,3,0.5,0.23093850644965036,100.0
580002410,2023,0.4426229508196721,0.4550561797752809,0.3770491803278688,0.6585365853658537,,0.4588991369744237,101.0,4,0.5,0.22944956848721185,101.0
580002241,2023,0.4590163934426229,0.4382022471910112,0.4590163934426229,,,0.4523937105443829,102.0,3,0.5,0.22619685527219144,102.0
985744304,2023,0.4371584699453552,0.4943820224719101,0.4207650273224044,,,0.4516401815167702,103.0,3,0.5,0.2258200907583851,103.0
985732902,2023,0.448087431693989,0.4269662921348314,0.453551912568306,,,0.4426089965784202,104.0,3,0.5,0.2213044982892101,104.0
985712409,2023,0.4262295081967213,0.4325842696629213,0.4426229508196721,,,0.4319772601684556,105.0,3,0.5,0.2159886300842278,105.0
985354701,2023,0.4863387978142076,0.3820224719101123,0.3989071038251366,0.3902439024390244,,0.4281125003182248,106.0,4,0.5,0.2140562501591124,106.0
