"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許7642216","特願2023-511170","2022/03/25","2022/10/06","スパー型洋上風力発電設備の施工方法","戸田建設株式会社,国立大学法人九州大学","B63B75/00,B63B35/00@T,B63B22/20,B63B35/34@A,F03D13/25","WO2022/210359","","特許7642216","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7642216/15/ja"
"特開2022-148682","特願2021-050452","2021/03/24","2022/10/06","管内伝搬音抑制構造体及び管内伝搬音抑制組立体","学校法人　関西大学,戸田建設株式会社","G10K11/16,100,G10K11/16,140,E04B1/84@B,E04B1/86@J,E04B1/86@L","特開2022-148682","","特許7687608","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-148682/11/ja"
"特開2022-148681","特願2021-050451","2021/03/24","2022/10/06","管内伝搬音抑制構造","学校法人　関西大学,戸田建設株式会社","G10K11/16,100,F24F13/02@H,F24F13/24,242","特開2022-148681","","特許7651110","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-148681/11/ja"
"特開2022-147922","特願2021-049391","2021/03/24","2022/10/06","冷凍冷蔵施設の外壁システム","株式会社サドル,株式会社青和,戸田建設株式会社","E04B1/76,500@F,E04B1/80,100@B,E04B1/682@A","特開2022-147922","","特許7666797","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-147922/11/ja"
"特開2022-146049","特願2021-046832","2021/03/22","2022/10/05","配筋検査装置及び配筋検査方法","株式会社▲高▼松コンストラクショングループ,株式会社ピーエス三菱,株式会社安藤・間,株式会社奥村組,株式会社熊谷組,株式会社松村組,株式会社長谷工コーポレーション,株式会社淺沼組,戸田建設株式会社,五洋建設株式会社,佐藤工業株式会社,西松建設株式会社,青木あすなろ建設株式会社,村本建設株式会社,大末建設株式会社,鉄建建設株式会社,東急建設株式会社,日本国土開発株式会社,飛島建設株式会社,北野建設株式会社,矢作建設工業株式会社,▲高▼松建設株式会社","G01B11/00@H,G01B11/245@H,G06T7/593,E04C5/06,E04G21/12,105@Z,G06T7/00,610","特開2022-146049","","特許7546507","拒絶2023-010812","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-146049/11/ja"
"特開2022-135525","特願2021-035397","2021/03/05","2022/09/15","盛土施工管理支援システム","株式会社奥村組,戸田建設株式会社,西松建設株式会社","E02D17/18@Z,G06Q50/08","特開2022-135525","","特許7535836","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-135525/11/ja"
"特開2022-135524","特願2021-035396","2021/03/05","2022/09/15","盛土施工管理支援システム","株式会社奥村組,戸田建設株式会社,西松建設株式会社","E02D17/18@Z,G06Q50/08","特開2022-135524","","特許7568379","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-135524/11/ja"
"特開2022-135523","特願2021-035395","2021/03/05","2022/09/15","盛土施工管理支援システム","株式会社奥村組,戸田建設株式会社,西松建設株式会社","E02D17/18@Z,G06Q50/08","特開2022-135523","","特許7557254","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-135523/11/ja"
"特開2022-135522","特願2021-035394","2021/03/05","2022/09/15","盛土施工管理支援システム","株式会社奥村組,戸田建設株式会社,西松建設株式会社","E02D17/18@Z,G06Q50/08","特開2022-135522","","特許7557253","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-135522/11/ja"
"特開2022-134276","特願2021-033313","2021/03/03","2022/09/15","環境制御システム、環境制御装置、および環境制御方法","戸田建設株式会社","H04M11/00,301,F24F11/54,H04Q9/00,301@D","特開2022-134276","","特許7772504","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-134276/11/ja"
"特開2022-133563","特願2021-032309","2021/03/02","2022/09/14","情報処理装置、情報処理方法、情報処理プログラム","戸田建設株式会社","G06Q50/08,G06Q10/04","特開2022-133563","","特許7602400","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-133563/11/ja"
"特開2022-133259","特願2022-030683","2022/03/01","2022/09/13","コンクリート強度試験用供試体のための樹脂製型枠及びこれを用いたボス型枠","フクビ化学工業株式会社,戸田建設株式会社","G01N1/28@E","特開2022-133259","","特許7776350","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-133259/11/ja"
"特開2022-120856","特願2021-017873","2021/02/06","2022/08/19","間仕切りユニット及び間仕切りユニットの組立て方法","セイキ総業株式会社,戸田建設株式会社","A61G10/00@Z,E04B2/74,561@A","特開2022-120856","","特許7643879","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-120856/11/ja"
"特開2022-118906","特願2021-015728","2021/02/03","2022/08/16","植生基盤による緑化水路","戸田建設株式会社","E02B5/02@G,A01G24/15,A01G24/48,A01G20/20,A01G24/28,A01G24/30,A01G24/46,E02B5/02@Z","特開2022-118906","","特許7595475","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-118906/11/ja"
"特開2022-118904","特願2021-015726","2021/02/03","2022/08/16","植生基盤及びその製造方法","戸田建設株式会社","E02B5/02@Z,A01G20/20,A01G24/30,A01G24/44","特開2022-118904","","特許7569701","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-118904/11/ja"
"特開2022-098811","特願2020-212416","2020/12/22","2022/07/04","埋設型枠の施工方法","戸田建設株式会社","E02D29/02,309","特開2022-098811","","特許7512187","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-098811/11/ja"
"特開2022-098549","特願2020-211980","2020/12/22","2022/07/04","無線通信システム","古野電気株式会社,戸田建設株式会社","H04W16/26,H04W4/33,H04W84/18,B66B3/00@U,B66B7/00@F","特開2022-098549","","特許7594430","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-098549/11/ja"
"特開2022-094983","特願2020-208031","2020/12/16","2022/06/28","タワークレーンの吊荷の振れ止め装置、位置決め装置、振れ止め方法、及び、位置決め方法","戸田建設株式会社","B66C23/00@C,B66C13/08@L,B66C13/22@R","特開2022-094983","","特許7593801","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-094983/11/ja"
"特開2022-092914","特願2020-205904","2020/12/11","2022/06/23","プレキャストパネルの連結構造及びプレキャストパネルの連結方法","戸田建設株式会社","E04B2/86,601@N,E04B2/02,110,E04B2/02,135,E04B2/40,E04B1/16@D,E04C1/39,104,E04C1/39,105","特開2022-092914","","特許7550045","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-092914/11/ja"
"特開2022-092913","特願2020-205902","2020/12/11","2022/06/23","プレキャストパネルの連結構造及びプレキャストパネルの連結方法","戸田建設株式会社","E04B2/86,601@N,E04B2/02,110,E04B2/02,135,E04B2/40,E04B1/16@D,E04C1/39,104,E04C1/39,105","特開2022-092913","","特許7550044","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-092913/11/ja"
"特開2022-090981","特願2020-203617","2020/12/08","2022/06/20","シールド機のローラービット搬送装置","ＪＩＭテクノロジー株式会社,戸田建設株式会社,日本シビックコンサルタント株式会社","E21D9/087@A,E21D9/087@C","特開2022-090981","","特許7583595","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-090981/11/ja"
"特開2022-090363","特願2020-202726","2020/12/07","2022/06/17","シールド機のテールクリアランス測定システム及びシールド機のテールクリアランス測定方法","株式会社きんそく,戸田建設株式会社","E21D9/06,301@Z,E21D11/00@Z,G01B11/14@H","特開2022-090363","","特許7519653","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-090363/11/ja"
"特開2022-090208","特願2020-202443","2020/12/07","2022/06/17","鋼製支保工の連結構造及び鋼製支保工の建込み方法","戸田建設株式会社","E21D11/18,E21D11/40@A","特開2022-090208","","特許7517973","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-090208/11/ja"
"特開2022-089863","特願2022-056048","2022/03/30","2022/06/16","基礎杭施工時における支持地盤の確認方法","戸田建設株式会社","E02D1/00,E02D7/20,E21B7/00@A","特開2022-089863","","特許7237218","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-089863/11/ja"
"特開2022-083611","特願2020-195032","2020/11/25","2022/06/06","建設工事作業計画支援システム","戸田建設株式会社","G06Q50/08,G06Q10/0631","特開2022-083611","","特許7328195","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-083611/11/ja"
"特開2022-082974","特願2020-194176","2020/11/24","2022/06/03","クレーン作業における人物検知システム","戸田建設株式会社","B66C23/88@D,B66C13/00@D,B66C15/00@E,B66C23/88@Z","特開2022-082974","","特許7591385","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-082974/11/ja"
"特開2022-075099","特願2020-185661","2020/11/06","2022/05/18","建設機械の運転装置及び運転方法","エフティーエス株式会社,戸田建設株式会社,清水建設株式会社,西松建設株式会社,前田建設工業株式会社","E21D11/10@D,G03B15/00@L,G03B35/08,G06T7/70,G01C15/00,104@A,G01B11/00@A,G06T7/70@Z","特開2022-075099","","特許7572675","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-075099/11/ja"
"特開2022-068948","特願2020-177795","2020/10/23","2022/05/11","フェールセーフ機構を備える免震建物","戸田建設株式会社","E04H9/02,331@Z,E04H9/02,341@C,F16F15/02@C","特開2022-068948","","特許7510844","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-068948/11/ja"
"特開2022-060732","特願2020-168382","2020/10/05","2022/04/15","Ｋセグメントの落込み防止方法","戸田建設株式会社","E21D11/08,E21D11/04@A","特開2022-060732","","特許7543064","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-060732/11/ja"
"特開2022-055809","特願2020-163450","2020/09/29","2022/04/08","山留めＨ鋼の挿入方法","戸田建設株式会社","E02D5/20,E02D5/08","特開2022-055809","","特許7486392","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-055809/11/ja"
"特開2022-055468","特願2020-162913","2020/09/29","2022/04/08","洋上風力発電設備への風車搭載方法","戸田建設株式会社","F03D13/25,B63B35/00@T,B63B35/38@A,B63B43/06@A,B63B27/10@A,B63B35/00@C","特開2022-055468","","特許7474669","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-055468/11/ja"
"特許7050188","特願2021-002536","2021/01/12","2022/04/07","トンネルの裏込め材注入方法及び装置、裏込め材","花王株式会社,株式会社立花マテリアル,戸田建設株式会社,西松建設株式会社,日本シビックコンサルタント株式会社","E21D11/00@A,E21D9/06,E21D9/06,301@K,C04B28/02,C04B24/38@A,C04B24/12@Z,C04B24/22@B,C04B22/08@A,E21D9/06,301@Z","特開2022-107878","","特許7050188","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7050188/15/ja"
"特開2022-054865","特願2020-162114","2020/09/28","2022/04/07","食用花栽培工場の制御方法及び食用花栽培工場","戸田建設株式会社","A01G9/24@J,A01G9/20@B,A01G9/24@A,A01G22/60","特開2022-054865","","特許7551427","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-054865/11/ja"
"特開2022-052276","特願2020-158551","2020/09/23","2022/04/04","鋼殻エレメントの接合構造及びその施工方法","戸田建設株式会社","E21D11/04@A,E21D13/02,E21D11/14,E21D9/04@F","特開2022-052276","","特許7477411","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-052276/11/ja"
"特開2022-049929","特願2020-156232","2020/09/17","2022/03/30","水路の植生基盤","戸田建設株式会社","E02B5/02@G,A01G24/18","特開2022-049929","","特許7540924","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-049929/11/ja"
"特開2022-047054","特願2020-152761","2020/09/11","2022/03/24","親株栽培装置","戸田建設株式会社","A01G9/02,101@W,A01G9/00@Z,A01G22/05@A","特開2022-047054","","特許7382296","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-047054/11/ja"
"特開2022-045708","特願2020-151443","2020/09/09","2022/03/22","飛散防止ネットシステム及びそれを用いた建屋解体方法","ゼクオス株式会社,株式会社大同機械,戸田建設株式会社,綜建産業株式会社","E04G23/08@Z,E04G21/24@A,E04G21/32@B","特開2022-045708","","特許7642208","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-045708/11/ja"
"特開2022-043607","特願2020-148968","2020/09/04","2022/03/16","鋼殻エレメントの接合構造及びその施工方法","戸田建設株式会社","E21D13/00","特開2022-043607","","特許7473427","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-043607/11/ja"
