"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許6845494","特願2020-144743","2020/08/28","2021/03/17","フレキシブルコンテナ","チャイナ　パック　ジャパン株式会社,全国農業協同組合連合会,全農物流株式会社,日本紙パルプ商事株式会社","B65D88/22@A","(57)【要約】
【課題】強度が改善されたコンテナ本体が破袋し難いフレキシブルコンテナを提供する。
【解決手段】フレキシブルコンテナ１は、胴部１１を含むコンテナ本体１０と、胴部における複数の箇所に縫着された複数の補強布２０と、複数の補強布の各々と共に、胴部と共に縫着された少なくとも二本の吊りベルト３０と、を備える。吊りベルトは、中央部をループ状に折り曲げられ、両端部が中央部よりも下側に位置するように補強布に縫着される。二本の吊りベルトにおいて、両端部のうちの一方である第１端部３１はいずれも補強布における中央の部分に、両端部のうちの他方である第２端部３２は、それぞれ補強布における一方側及び他方側の外寄りの部分に、それぞれ縫着される。第１端部は、第２端部よりも上下方向の上方に位置する。補強布の下側の端縁２０Ｅ３は、胴部に縫着されていない。
【選択図】図１
","特開2022-039619","","特許6845494","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6845494/15/ja"
