"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2016-121287","特願2014-262493","2014/12/25","2016/07/07","吸水性樹脂およびその製造方法","株式会社リブドゥコーポレーション,長瀬産業株式会社,竹田　弘,福岡県醤油醸造協同組合","C08G69/10,C12P13/00,C08L77/04,C08L71/00@Y","(57)【要約】
【課題】γ－ポリグルタミン酸の部分中和物の架橋体からなり、飽和吸収量および荷重下吸収量に優れた吸水性樹脂を提供する。
【解決手段】吸水性樹脂は、γ－ポリグルタミン酸の部分中和物を多価グリシジル化合物で架橋した架橋体からなり、前記γ－ポリグルタミン酸の部分中和物を構成するγ－ポリグルタミン酸が、納豆菌の培養により作製された重量平均分子量が１００万～３０００万のγ－ポリグルタミン酸であり、前記γ－ポリグルタミン酸の部分中和物のｐＨが３．５～６．８であることを特長とする。
【選択図】なし
","特開2016-121287","","特許6474251","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-121287/11/ja"
"特許5923677","特願2016-045654","2016/03/09","2016/05/24","コーティング液組成物、コーティング膜の形成方法、コーティング液組成物の製造方法、コーティング液組成物の製造装置、及び、二酸化炭素含有コーティング液組成物調製用組成物","加美電子工業株式会社,長瀬産業株式会社","C09D201/00,B05D1/02,B01F3/04,C09D7/12,B05D1/02@Z,B05D7/24,301@Z,C09D7/06,C09D7/47,C09D7/20,B01F23/20","(57)【要約】
【課題】二酸化炭素を希釈剤として用いた場合でも、樹脂成分の析出を軽減することができ、かつ、レベリング性の高いコーティング膜を形成することができるコーティング液組成物等を提供する。
【解決手段】本発明のコーティング液組成物は、樹脂成分と、２３．５(ＭＰａ)０.５未満の溶解度パラメータを有する第一の溶剤と、二酸化炭素と、２３．５(ＭＰａ)０.５～４０(ＭＰａ)０.５の溶解度パラメータを有する第二の溶剤と、を含み、上記第一の溶剤の平均沸点ｂｐ１と上記第二の溶剤の平均沸点ｂｐ２が、ｂｐ１－ｂｐ２＞０を満たす。
【選択図】図１
","特開2017-160324","","特許5923677","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-5923677/15/ja"
"特開2016-079510","特願2014-208555","2014/10/10","2016/05/16","フマル酸被覆繊維およびフマル酸含有繊維集合体","株式会社リブドゥコーポレーション,第一製網株式会社,長瀬産業株式会社","D06M13/203,D06M13/192,D06M15/03,A61F13/15,142,D06M101:30,D06M101:32,D06M101:34","(57)【要約】
【課題】フマル酸被膜の耐久性に優れたフマル酸被覆繊維を提供する。
【解決手段】フマル酸被覆繊維は、樹脂繊維と、前記樹脂繊維表面の少なくとも一部に存在するフマル酸とを有し、前記フマル酸が、前記樹脂繊維とフマル酸含有水溶液とを接触させた後、水を除去することにより付与されたものであり、前記樹脂繊維の表面は、少なくとも一部がポリオレフィン樹脂、ポリエステル樹脂、または、ポリアミド樹脂から構成されており、前記フマル酸の付与量が、樹脂繊維１００質量部に対して０．０００１質量部～３．５質量部であることを特徴とする。
【選択図】なし
","特開2016-079510","","特許6436714","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-079510/11/ja"
"特開2016-067248","特願2014-198632","2014/09/29","2016/05/09","クコの実の乳酸菌発酵物、該発酵物を含む化粧品、飲食品、医薬品、並びにＤＮＡ修復促進剤","長瀬産業株式会社","C12P1/04@Z,A23L1/30@Z,C12N1/20@A,A61K8/97,A61K35/74@G,A61K35/78@R,A61P39/00,A61K8/99,A61P17/16,A61Q19/00,A61Q19/08,A23L33/135,A23L33/00,A23L19/00,C12N1/20@E,A61K8/9789,A61K36/815,A61K131:00,A61K35/747","(57)【要約】
【課題】ＤＮＡの修復促進剤を提供することを課題とする。
【解決手段】クコの実をラクトバチルス属の乳酸菌で発酵して得られることを特徴とする発酵物。
【選択図】なし
","特開2016-067248","","特許6106141","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-067248/11/ja"
"特開2016-049781","特願2015-171024","2015/08/31","2016/04/11","熱成形用シート及び食品用トレイ","長瀬産業株式会社,東拓工業株式会社,寿化成工業株式会社","B32B27/36,B65D81/34@U,B29C51/14,B32B27/32,B32B27/00@H,B32B27/32@C","(57)【要約】
【課題】冷凍食品が油性成分を多く含む場合であっても、加熱調理した際のトレイの穴開きが充分に抑制される熱成形用シート、及びこれを用いた食品用トレイを提供すること。
【解決手段】２以上の層が積層されてなる熱成形用シートであって、該熱成形用シートにおける一方の最外層が結晶性ポリエステルを含有し、且つ他方の最外層がポリプロピレンを含有する、熱成形用シート，及び該熱成形用シートを熱成形することによって得られ、且つ結晶性ポリエステルを含有する最外層が食品と接する面に位置する食品用トレイ。
【選択図】なし
","特開2016-049781","","特許6933438","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-049781/11/ja"
"再表2015/182719","特願2015-557282","2015/05/28","2015/12/03","微生物の物質生産性を向上させる方法および該方法に用いるキット","長瀬産業株式会社","C12N1/21,C12N15/00@A,C12N15/00,C12N1/15,C12N1/19,C12N5/10,C12P13/00,C12P5/00,C12P21/00,C12N15/09@P,C12N15/09@Z","(57)【要約】
  微生物宿主細胞内の供給量に対して使用頻度の高いｔＲＮＡをコードするポリヌクレオチドが導入された改変宿主細胞、該改変宿主細胞の製造方法、宿主細胞を改変するための該ポリヌクレオチドを含む核酸分子、ベクターおよびキット、ならびに該ポリヌクレオチドを用いて微生物による物質の生産性を向上させる方法を提供する。かかる使用頻度の高いｔＲＮＡをコードする遺伝子の導入は、微生物宿主細胞におけるタンパク質の発現量を増大させ得る。
","WO2015/182719","","特許5947470","","再表2015/182719","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-182719/19/ja"
"再表2015/174427","特願2015-545234","2015/05/12","2015/11/19","微生物を用いたマイコスポリン様アミノ酸を生産する方法","学校法人北里研究所,長瀬産業株式会社","C12P13/04,C12N15/00@A,A61Q17/04,A61P35/00,A61K31/198,A61Q19/00,A61P17/00,A61K31/133,A61Q19/08,A61P17/16,A61K8/44,A61K8/41,C12N15/09@P,C12N15/09@Z","(57)【要約】
  本発明は、マイコスポリン様アミノ酸（ＭＡＡ）を生産する方法であって、ＭＡＡを菌体外に産生する微生物を培養する工程、菌体と菌体外培養液を分離する工程、および菌体外培養液からＭＡＡを回収する工程を含む方法、下記式１で表されるＭＡＡ、本発明の方法によって生産されるＭＡＡまたは下記式１で表されるＭＡＡを含む紫外線吸収用組成物、ならびに急性皮膚反応、皮膚老化および皮膚癌からなる群から選択される一以上の症状または疾患を予防するための、本発明の方法によって生産されるＭＡＡまたは下記式１で表されるＭＡＡを含む組成物を提供する。
［化１］
","WO2015/174427","","特許5927593","","再表2015/174427","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-174427/19/ja"
"特開2015-205611","特願2014-087953","2014/04/22","2015/11/19","クッション構造、クッション構造部品及びクッション構造の製造方法","長瀬産業株式会社","A47C27/22@B,B60N2/44,B68G7/06@B,B68G7/06@C,B60N2/90","(57)【要約】      （修正有）
【課題】立体網状構造部と発泡体部との接合強度を向上させたクッション構造を提供する。
【解決手段】立体網状構造部１１と発泡体部４１との境界に浸透膜２１ａが配置されている。浸透膜２１ａは液状の発泡体原料が浸透可能であり、浸透膜２１ａを介して発泡体原料が立体網状構造部１１に含浸した後に固化したことにより、立体網状構造部１１と発泡体部４１とが接合されている。立体網状構造部１１に含浸させられた発泡体原料は、立体網状構造部１１の複数の樹脂線材と広い面積で接しつつ固化させられる。このため、立体網状構造部１１と発泡体部４１との接合強度を向上させたクッション構造１００ａを提供することができる。また、クッション構造部品を上型及び下型の中に配置して発泡工程を行うだけで、立体網状構造部１１と発泡体部４１との接合体が完成する。このため、生産性が向上する。
【選択図】図３
","特開2015-205611","","特許6294140","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-205611/11/ja"
"特開2015-205466","特願2014-087954","2014/04/22","2015/11/19","立体網状構造体と発泡体との接合体の製造方法","長瀬産業株式会社,東洋紡株式会社","B29C39/10,B29C39/24,B29K105:04,B29C44/00,B29C44/00@A,B29C44/02,B29C44/12,B29C44/34,B29C44/36,B29C44/38,B29C44/40","(57)【要約】
【課題】接合強度を向上させた立体網状構造体と発泡体との接合体を製造する。
【解決手段】浸透膜２１ａを介して発泡体原料４０が立体網状構造体１１に含浸させられる。また、発泡体原料４０が固化させられる。立体網状構造体１１に含浸させられた発泡体原料４０は、立体網状構造体１１の複数の樹脂線材１２と広い面積で接しつつ固化させられる。このため、接合強度を向上させた立体網状構造体１１と発泡体４１との接合体１００を製造することができる。
【選択図】図１５
","特開2015-205466","","特許6038836","拒絶2016-006539","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-205466/11/ja"
"特開2015-168614","特願2014-041954","2014/03/04","2015/09/28","ＧＬＰ－１分泌促進剤","長瀬産業株式会社,株式会社ナガセビューティケァ","A23K1/00,101,A23L1/30@B,A61K31/704,A61K35/78@M,A61K35/78@X,A61P3/10,A61P43/00,105,A23L33/135,A23K20/105,A23K20/121,A61K36/258,A23K20/168,A23L33/11,A61P43/00,111,A61P9/12,A61P9/10","(57)【要約】
【課題】効果的なＧＬＰ－１分泌促進作用を有し、食しても十分に安全なＧＬＰ－１分泌促進剤を提供することを課題とする。
【解決手段】２０（Ｓ）－プロトパナキサジオール  ２０－Ｏ－β－ｄ－グルコピラノシド（Ｍ１）を含有することを特徴とするＧＬＰ－１分泌促進剤。
【選択図】なし
","特開2015-168614","","特許6280398","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-168614/11/ja"
"特開2015-156832","特願2014-033315","2014/02/24","2015/09/03","アブラナ科植物の乳酸菌発酵物、該発酵物を含有する食品、化粧品及び上皮バリア増強剤、並びに該発酵物の製造方法","長瀬産業株式会社,株式会社ナガセビューティケァ","A23L1/30@Z,A61K8/49,A61K8/97,A61K31/352,A61K35/78@C,A61P1/16,A61P3/10,A61P7/02,A61P7/04,A61P9/00,A61P9/04,A61P9/10,101,A61P9/12,A61P19/08,A61P21/00,A61P25/04,A61P25/18,A61P29/00,A61P35/00,A61P37/04,A61P39/06,A61Q19/00,C12N1/00@K,C12N1/00@P,C12N1/20@A,A23L33/135,A61K8/9789,A61K8/99,A61K36/31,A23L33/105,A61K8/9783,A61P3/06","(57)【要約】
【課題】生理活性及び生体内利用率が向上した、アブラナ科植物由来のフラボノイドを提供することを課題とする。
【解決手段】アブラナ科植物のラクトバチルス  カゼイ  ハセガワ菌株（受託番号：ＦＥＲＭ  ＢＰ－１０１２３）発酵物。
【選択図】なし
","特開2015-156832","","特許6462987","拒絶2018-014470","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-156832/11/ja"
"特開2015-156831","特願2014-033304","2014/02/24","2015/09/03","ルブソシドの製造方法","長瀬産業株式会社,株式会社ナガセビューティケァ","C12P19/56,C12R1:245","(57)【要約】
【課題】食しても十分に安全であり、安価で簡便かつ安全なルブソシドの製造方法を提供することを課題とする。
【解決手段】ステビアを、乳酸菌を用いて処理する工程を含むことを特徴とするルブソシドの製造方法。
【選択図】なし
","特開2015-156831","","特許6370058","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-156831/11/ja"
"特開2015-151695","特願2014-024170","2014/02/12","2015/08/24","被覆発泡体の製造方法、および、被覆発泡体","長瀬産業株式会社,寿化成工業株式会社","B29C63/00,B32B5/18,C08J9/36,E04B1/80@V,E04B1/80,100@Q,A01G31/00,611@Z,B29C63/02,B29C44/56","(57)【要約】
【課題】十分な強度の被覆層を簡易に形成できる発泡被覆体の製造方法等を提供する。
【解決手段】この被覆発泡体の製造方法は、通気孔４２を有する通気板４０の表面上に発泡板１０を配置する工程、加熱された樹脂シート２０ａを、発泡板１０の表面及び通気板４０の表面における発泡板１０の周囲の部分４０ｐに接触させる工程、及び、通気孔４２を介して通気板４０と樹脂シート２０ａとの間のガスを通気板４０の反対側に吸い出して、樹脂シート２０ａを発泡板１０に密着させる工程と、を備える。
【選択図】図２
","特開2015-151695","","特許6408225","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-151695/11/ja"
"特開2014-218458","特願2013-098192","2013/05/08","2014/11/20","アンジオテンシン変換酵素阻害剤","長瀬産業株式会社","A61K35/84@A,A61P9/12,A61P43/00,111,C12N9/99,A61K36/074,A23L33/105","(57)【要約】
【課題】天然物由来の成分を有効成分とする、新たなＡＣＥ阻害剤、及び血圧降下剤を提供する。
【解決手段】ガノデルマ  リンジーＢＭＣ－９０４９株の子実体、又はその抽出物を有効成分として含むＡＣＥ阻害剤、又は血圧降下剤。ガノデルマ  リンジーの子実体を、温度２０～５９℃、ｐＨ３～６の温水で抽出した抽出物を有効成分として含むＡＣＥ阻害剤、又は血圧降下剤。
【選択図】図１
","特開2014-218458","","特許6159140","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-218458/11/ja"
"特開2014-207887","特願2014-038915","2014/02/28","2014/11/06","食肉用結着キットおよびそれを用いた食肉製品の製造方法","ナガセケムテックス株式会社,長瀬産業株式会社","A23L1/317,A23L13/60,A23L13/60@B","(57)【要約】
【課題】  食肉製品の製造において、食肉同士または食肉とその他素材の結着性を保持または向上し、かつ肉質の軟化も同時に達成し得る、食肉用結着キットおよびそれを用いた食肉製品の製造方法を提供すること。
【解決手段】  食肉用結着キットおよびそれを用いた食肉製品の製造方法を開示する。本発明の食肉用結着キットは、コラゲナーゼ製剤およびトランスグルタミナーゼ製剤を含む。本発明によれば、食肉素材に対するトランスグルタミナーゼの結着性を損なうことなく、肉の旨味が向上し、かつ肉質が軟化された食肉製品を得ることができる。本発明の食肉用結着キットは、使用する食肉の品質（例えば、等級の高低）に関わらず、食肉製品に軟らかな食感を提供することができる。
【選択図】なし
","特開2014-207887","","特許6340500","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-207887/11/ja"
