"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2019-059134","特願2017-185883","2017/09/27","2019/04/18","熱転写プリンタによる印刷方法、熱転写プリンタ、及び、印刷物","シンフォニアテクノロジー株式会社","B41J2/325@C,B41J17/00,B41J2/325@A","特開2019-059134","","特許6951632","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-059134/11/ja"
"特開2019-056031","特願2017-179721","2017/09/20","2019/04/11","樹脂組成物","シンフォニアテクノロジー株式会社","C08G59/02,C08G59/56,C08G59/50,C08G59/24","特開2019-056031","","特許7004899","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-056031/11/ja"
"特開2019-055763","特願2017-182879","2017/09/22","2019/04/11","搬送車","ＪＦＥ物流株式会社,シンフォニアテクノロジー株式会社","B60K5/00,B60K25/04,B60K17/04@D,B60K17/04@Z,B60P1/02@Z,B60P3/00@L","特開2019-055763","","特許7001406","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-055763/11/ja"
"特開2019-055762","特願2017-182877","2017/09/22","2019/04/11","搬送車","ＪＦＥ物流株式会社,シンフォニアテクノロジー株式会社","B60P1/02@Z,B60P3/00@L","特開2019-055762","","特許6979317","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-055762/11/ja"
"特開2019-054621","特願2017-176702","2017/09/14","2019/04/04","同期電動機の制御装置及び制御方法","シンフォニアテクノロジー株式会社","H02P25/024,H02P21/06,H02P21/34,H02P27/08","特開2019-054621","","特許6963172","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-054621/11/ja"
"特開2019-054620","特願2017-176701","2017/09/14","2019/04/04","同期電動機の制御装置及び制御方法","シンフォニアテクノロジー株式会社","H02P27/08,H02P6/08,H02M7/48@F","特開2019-054620","","特許7121248","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-054620/11/ja"
"特開2019-048719","特願2018-201999","2018/10/26","2019/03/28","パーツフィーダ用画像処理装置及びパーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14@E,B65G47/14,101@C","特開2019-048719","","特許6687867","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-048719/11/ja"
"特開2019-043761","特願2017-171694","2017/09/07","2019/03/22","エアノズル、及びこれを備えたパーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14@K","特開2019-043761","","特許6898559","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-043761/11/ja"
"特開2019-033269","特願2018-179929","2018/09/26","2019/02/28","パージノズルユニット、ロードポート、ストッカー","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2019-033269","","特許6646236","全部異議2020-700579","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-033269/11/ja"
"特開2019-018946","特願2017-136879","2017/07/13","2019/02/07","ワーク搬送装置","シンフォニアテクノロジー株式会社","B65G27/24,B65G47/14,101@C","特開2019-018946","","特許6871515","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-018946/11/ja"
"特開2019-013197","特願2017-134435","2017/07/10","2019/01/31","魚卵処理装置","シンフォニアテクノロジー株式会社","C12M1/00@A,A01K61/17,A01K61/10","特開2019-013197","","特許6985590","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-013197/11/ja"
"特開2019-004650","特願2017-119267","2017/06/19","2019/01/10","電力変換装置及びその制御方法","シンフォニアテクノロジー株式会社","H02P21/22,H02M7/48@E","特開2019-004650","","特許6905186","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-004650/11/ja"
"特開2019-001642","特願2017-119740","2017/06/19","2019/01/10","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/28,B65G47/14,101@C,H01G13/00,331@A,H01G13/00,331@C","特開2019-001642","","特許6974699","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-001642/11/ja"
"特開2018-198496","特願2017-102456","2017/05/24","2018/12/13","スイッチトリラクタンスモータユニット及びスイッチトリラクタンスモータユニットの制御方法","シンフォニアテクノロジー株式会社","H02P25/098","特開2018-198496","","特許6892595","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-198496/11/ja"
"特開2018-191365","特願2017-089096","2017/04/28","2018/11/29","モータ制御装置及びモータ制御方法","シンフォニアテクノロジー株式会社","H02P6/20,H02P6/16","特開2018-191365","","特許6850416","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-191365/11/ja"
"特開2018-191364","特願2017-089095","2017/04/28","2018/11/29","モータ制御装置及びモータ制御方法","シンフォニアテクノロジー株式会社","H02P6/16,H02P6/20","特開2018-191364","","特許6901678","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-191364/11/ja"
"特開2018-190963","特願2018-074003","2018/04/06","2018/11/29","気体供給装置、気体供給装置の制御方法、ロードポート及び半導体製造装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2018-190963","","特許7132488","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-190963/11/ja"
"特開2018-189246","特願2017-089202","2017/04/28","2018/11/29","コールドクルーシブル溶解炉","シンフォニアテクノロジー株式会社","F27B14/14,F27B14/18,F27D3/14@B,F27D11/06@A","特開2018-189246","","特許6908829","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-189246/11/ja"
"特開2018-174259","特願2017-072145","2017/03/31","2018/11/08","ロボット搬送装置","シンフォニアテクノロジー株式会社","H01L21/68@A,B25J5/02@A,B65G49/07@C,H10P72/30@A","特開2018-174259","","特許7001910","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-174259/11/ja"
"特開2018-168880","特願2017-064865","2017/03/29","2018/11/01","駆動ギヤのロック制御装置及びアクチュエータのロック制御装置","シンフォニアテクノロジー株式会社","F16H1/06,F16H1/20","特開2018-168880","","特許6882667","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-168880/11/ja"
"特開2018-162139","特願2017-059871","2017/03/24","2018/10/18","荷役装置","シンフォニアテクノロジー株式会社","B66F17/00@E,B60P1/02@Z,B66F7/20@D","特開2018-162139","","特許6849914","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-162139/11/ja"
"特開2018-152592","特願2018-099345","2018/05/24","2018/09/27","ＥＦＥＭ","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/02@D,H10P72/30@A","特開2018-152592","","特許6583482","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-152592/11/ja"
"特開2018-144921","特願2017-039163","2017/03/02","2018/09/20","定量供給機","シンフォニアテクノロジー株式会社","B65G43/10,B65G43/08@B,B65G47/18","特開2018-144921","","特許6912704","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-144921/11/ja"
"特開2018-140567","特願2017-036780","2017/02/28","2018/09/13","プリンタ","シンフォニアテクノロジー株式会社","B41J29/38@Z,B41J29/42@E,B41J29/13,103,B41J2/325@A,B41J29/38","特開2018-140567","","特許6845428","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-140567/11/ja"
"特開2018-140566","特願2017-036777","2017/02/28","2018/09/13","プリンタ","シンフォニアテクノロジー株式会社","B41J29/42@E,B41J29/13,B41J2/325@A","特開2018-140566","","特許6845427","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-140566/11/ja"
"特開2018-129556","特願2018-099342","2018/05/24","2018/08/16","容器パージ装置","シンフォニアテクノロジー株式会社","H01L21/68@T,H10P72/10@T","特開2018-129556","","特許6614278","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-129556/11/ja"
"特開2018-129530","特願2018-075213","2018/04/10","2018/08/16","パージノズルユニット、ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2018-129530","","特許6519897","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-129530/11/ja"
"特開2018-127287","特願2017-019366","2017/02/06","2018/08/16","ワーク搬送装置","シンフォニアテクノロジー株式会社","B65G27/04,B65G27/24,H02N2/08","特開2018-127287","","特許6820474","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-127287/11/ja"
"特開2018-117007","特願2017-005803","2017/01/17","2018/07/26","マウンタ用エア制御装置","シンフォニアテクノロジー株式会社,クロダニューマティクス株式会社,株式会社ＴＡＩＹＯ","H05K13/04@A","特開2018-117007","","特許6969873","拒絶2021-012307","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-117007/11/ja"
"特開2018-104191","特願2016-255874","2016/12/28","2018/07/05","ワーク搬送装置","シンフォニアテクノロジー株式会社","B65G47/14,101@C,H02N2/08","特開2018-104191","","特許6820471","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-104191/11/ja"
"特開2018-100139","特願2016-245374","2016/12/19","2018/06/28","らせん型ワーク搬送装置およびパーツフィーダ","シンフォニアテクノロジー株式会社","B65G27/24","特開2018-100139","","特許6982228","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-100139/11/ja"
"特開2018-080709","特願2016-221198","2016/11/14","2018/05/24","圧電式アクチュエータ及び圧電式バルブ","シンフォニアテクノロジー株式会社","F16K31/02@A,B06B1/06@A","特開2018-080709","","特許6955137","拒絶2021-008141","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-080709/11/ja"
"特開2018-074174","特願2017-243731","2017/12/20","2018/05/10","ＥＦＥＭ","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/07@C,H10P72/30@A","特開2018-074174","","特許6597765","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-074174/11/ja"
"特開2018-066471","特願2017-181868","2017/09/22","2018/04/26","流体圧シリンダ","ＳＭＣ株式会社,シンフォニアテクノロジー株式会社","F15B15/14,335@B,F15B15/14,380@B,F15B15/14,365,F15B15/14,380@C,F15B15/14,345@A","特開2018-066471","","特許6629805","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-066471/11/ja"
"再表2018/070447","特願2018-545036","2017/10/11","2018/04/19","培養容器連結装置、培養システムおよびニードルの洗浄方法","シンフォニアテクノロジー株式会社","C12M3/00@A","WO2018/070447","","特許6941785","","再表2018/070447","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-070447/19/ja"
"特開2018-029210","特願2017-223295","2017/11/21","2018/02/22","ロードポート及びウエハマッピング装置","シンフォニアテクノロジー株式会社","H01L21/68@F,H01L21/68@A,H10P72/30@A,H10P72/50@F","特開2018-029210","","特許6447893","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-029210/11/ja"
"特開2018-019547","特願2016-149731","2016/07/29","2018/02/01","回転機械及び回転機械の回転子","シンフォニアテクノロジー株式会社","H02K1/24@Z,H02K19/10@A","特開2018-019547","","特許6773964","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-019547/11/ja"
"特開2018-016417","特願2016-145356","2016/07/25","2018/02/01","物品搬送装置","シンフォニアテクノロジー株式会社","B65G27/10,G05B11/36@Q","特開2018-016417","","特許6810337","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-016417/11/ja"
"特開2018-006705","特願2016-136175","2016/07/08","2018/01/11","ロードポート及びロードポートを備える基板搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G49/07@L,H10P72/30@A","特開2018-006705","","特許6882656","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-006705/11/ja"
"特開2018-002463","特願2016-135734","2016/07/08","2018/01/11","リニアフィーダ","シンフォニアテクノロジー株式会社","B65G27/10","特開2018-002463","","特許6703268","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-002463/11/ja"
"特開2017-229187","特願2016-124993","2016/06/23","2017/12/28","リニアアクチュエータ","シンフォニアテクノロジー株式会社","H02K33/16@A","特開2017-229187","","特許6751229","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-229187/11/ja"
"特開2017-221065","特願2016-115698","2016/06/09","2017/12/14","モータ","シンフォニアテクノロジー株式会社","H02K41/03@A","特開2017-221065","","特許6781370","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-221065/11/ja"
"特開2017-209061","特願2016-105094","2016/05/26","2017/11/30","噴霧式水耕栽培装置","シンフォニアテクノロジー株式会社","A01G31/00,601@C","特開2017-209061","","特許6725834","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-209061/11/ja"
"特開2017-200341","特願2016-090114","2016/04/28","2017/11/02","回転電気機械","シンフォニアテクノロジー株式会社","H02K5/124","特開2017-200341","","特許6721826","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-200341/11/ja"
