spEmitCode,year,score__energy_co2,score__adjusted_emissions,score__total_emissions,score__non_energy_co2,score__energy_co2_pre_allocation,score__total,rank__total,n_scored_metrics,quality_weight,score__phaseE,rank__phaseE,gap_to_next
400090555,2023,0.6010928961748634,0.5898876404494382,0.6120218579234973,,,0.6000114424778268,77.0,3,0.5,0.3000057212389134,78.0,0.0018342850125867005
580011642,2023,0.6229508196721312,0.5393258426966292,0.6229508196721312,,,0.5963428724526534,78.0,3,0.5,0.2981714362263267,79.0,0.0018161444989590048
440052174,2023,0.5956284153005464,0.5786516853932584,0.6065573770491803,,,0.5927105834547354,79.0,3,0.5,0.2963552917273677,80.0,0.0019204214807098108
500025003,2023,0.5300546448087432,0.5674157303370787,0.5191256830601093,0.951219512195122,,0.5888697404933159,80.0,4,0.5,0.2944348702466579,81.0,0.0010441570732959704
580123424,2023,0.5355191256830601,0.6966292134831461,0.5355191256830601,,,0.5867814263467239,81.0,3,0.5,0.2933907131733619,82.0,0.0015614795961084171
985471403,2023,0.5519125683060109,0.651685393258427,0.5519125683060109,,,0.583658467154507,82.0,3,0.5,0.2918292335772535,83.0,0.0005964083552824073
400014025,2023,0.5737704918032787,0.5449438202247191,0.5628415300546448,0.7317073170731707,,0.5824656504439423,83.0,4,0.5,0.2912328252219711,84.0,0.011841006872701954
985384406,2023,0.5573770491803278,0.5617977528089888,0.5573770491803278,,,0.5587836366985383,85.0,3,0.5,0.2793918183492691,85.0,0.005513320718699255
985710807,2023,0.546448087431694,0.550561797752809,0.546448087431694,,,0.5477569952611397,86.0,3,0.5,0.2738784976305699,86.0,0.0009691220549573609
985083805,2023,0.5409836065573771,0.5561797752808989,0.5409836065573771,,,0.545818751151225,87.0,3,0.5,0.2729093755756125,87.0,0.0020995272303064305
985681302,2023,0.4808743169398907,0.4831460674157303,0.4699453551912568,1.0,,0.5416196966906122,88.0,4,0.5,0.2708098483453061,88.0,0.006762463553904308
985350103,2023,0.5245901639344263,0.4887640449438202,0.4972677595628415,0.6829268292682927,,0.5280947695828037,89.0,4,0.5,0.2640473847914018,89.0,0.0018164923339482608
530011724,2023,0.5191256830601093,0.5280898876404494,0.5300546448087432,,,0.5244617849149071,90.0,3,0.5,0.2622308924574535,90.0,0.00033001780561181526
430113534,2023,0.4754098360655737,0.6235955056179775,0.4808743169398907,,,0.5238017493036834,91.0,3,0.5,0.2619008746518417,91.0,0.0006391042493454901
985741607,2023,0.5136612021857924,0.5337078651685393,0.5245901639344263,,,0.5225235408049924,92.0,3,0.5,0.2612617704024962,92.0,0.0069527007038520106
