法人番号,特定排出者コード,事業者・事業所名,区分,業種,所在地,"温室効果ガス算定排出量(tCO2)",ページ
8010701011403,985701352,八戸製錬株式会社,特定事業所排出者,非鉄金属製造業,青森県八戸市,450424,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985701352&repDivID=1"
6010401027577,985757509,本田技研工業株式会社,特定事業所排出者,輸送用機械器具製造業,東京都港区,446073,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985757509&repDivID=1"
9360001009277,900041661,琉球セメント株式会社,特定事業所排出者,窯業・土石製品製造業,沖縄県浦添市,441210,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=900041661&repDivID=1"
6380001012315,140018110,いわき大王製紙株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,福島県いわき市,437869,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=140018110&repDivID=1"
8120001077489,580001341,帝人株式会社,特定事業所排出者,繊維工業,大阪府大阪市,437449,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580001341&repDivID=1"
7011001068366,987070360,日本貨物鉄道株式会社,特定貨物輸送事業者,鉄道業,東京都渋谷区,433350,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=987070360&repDivID=2"
4010701022437,981173010,株式会社商船三井さんふらわあ,特定旅客輸送事業者,水運業,東京都千代田区,423958,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981173010&repDivID=3"
9000020281000,996400007,神戸市,特定事業所排出者,地方公務,兵庫県神戸市,423211,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=996400007&repDivID=1"
1010001024491,985551809,常磐共同火力株式会社,特定事業所排出者,電気業,東京都千代田区,420661,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985551809&repDivID=1"
1013205001281,990013015,独立行政法人国立病院機構,特定事業所排出者,医療業,東京都目黒区,417105,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990013015&repDivID=1"
1010001008825,985496609,東京電力ホールディングス株式会社,特定事業所排出者,電気業,東京都千代田区,416996,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985496609&repDivID=1"
6010405002452,980105973,日本赤十字社,特定事業所排出者,その他のサービス業,東京都港区,413343,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980105973&repDivID=1"
2010001008774,985794807,三菱地所株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都千代田区,413223,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985794807&repDivID=1"
4010401054474,580005313,日本板硝子株式会社,特定事業所排出者,窯業・土石製品製造業,東京都港区,408204,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580005313&repDivID=1"
3010001034877,985426300,中越パルプ工業株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,富山県高岡市,403787,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985426300&repDivID=1"
3140001008265,538010287,株式会社コベルコパワー神戸,特定事業所排出者,電気業,兵庫県神戸市,401562,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=538010287&repDivID=1"
4010501022810,986379330,東京地下鉄株式会社,特定旅客輸送事業者,鉄道業,東京都台東区,400471,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=986379330&repDivID=3"
4410001004517,985013471,秋田製錬株式会社,特定事業所排出者,非鉄金属製造業,秋田県秋田市,381809,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985013471&repDivID=1"
8010001018611,981025474,信越半導体株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都千代田区,381431,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981025474&repDivID=1"
8010001136966,617001903,ＫＨネオケム株式会社,特定事業所排出者,化学工業,東京都中央区,381265,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=617001903&repDivID=1"
4160001001498,500032634,日本電気硝子株式会社,特定事業所排出者,窯業・土石製品製造業,滋賀県大津市,379222,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500032634&repDivID=1"
3010701026389,153006143,東洋製罐株式会社,特定事業所排出者,金属製品製造業,東京都品川区,378587,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=153006143&repDivID=1"
9000020011002,995100006,札幌市,特定事業所排出者,地方公務,北海道札幌市,376166,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=995100006&repDivID=1"
7010001034766,985176600,株式会社クレハ,特定事業所排出者,化学工業,東京都中央区,375903,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985176600&repDivID=1"
9120001048976,580028425,石原産業株式会社,特定事業所排出者,化学工業,大阪府大阪市,370468,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580028425&repDivID=1"
1010001008668,530045160,ＪＦＥスチール株式会社,特定荷主,鉄鋼業,東京都千代田区,366950,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530045160&repDivID=5"
2240001032685,620034101,瀬戸内共同火力株式会社,特定事業所排出者,電気業,広島県福山市,361971,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=620034101&repDivID=1"
2200001014398,450001651,矢橋工業株式会社,特定事業所排出者,窯業・土石製品製造業,岐阜県大垣市,354635,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=450001651&repDivID=1"
9010001098041,985337003,"日鉄ケミカル&マテリアル株式会社",特定事業所排出者,石油製品・石炭製品製造業,東京都中央区,351728,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985337003&repDivID=1"
2010001098023,986385721,株式会社イトーヨーカ堂,特定事業所排出者,各種商品小売業,東京都品川区,345787,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=986385721&repDivID=1"
4010001133876,985661801,ENEOS株式会社,特定荷主,建築材料，鉱物・金属材料等卸売業,東京都千代田区,345328,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985661801&repDivID=5"
8000020221007,995800004,静岡市,特定事業所排出者,地方公務,静岡県静岡市,342850,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=995800004&repDivID=1"
9500001003505,740140794,株式会社フジ,特定事業所排出者,飲食料品小売業,広島県広島市,340957,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=740140794&repDivID=1"
5011101019196,985731100,株式会社ＳＵＢＡＲＵ,特定事業所排出者,輸送用機械器具製造業,東京都渋谷区,338870,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985731100&repDivID=1"
3180301014273,400095060,株式会社豊田自動織機,特定事業所排出者,輸送用機械器具製造業,愛知県刈谷市,338346,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400095060&repDivID=1"
5011101033783,981335127,日本マクドナルド株式会社,特定事業所排出者,飲食店,東京都新宿区,337912,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981335127&repDivID=1"
6120001049614,580002803,合同製鐵株式会社,特定事業所排出者,鉄鋼業,大阪府大阪市,331330,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580002803&repDivID=1"
6010001008952,580153503,旭タンカー株式会社,特定貨物輸送事業者,水運業,東京都千代田区,331007,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580153503&repDivID=2"
1010401089977,985443839,日本エア・リキード合同会社,特定事業所排出者,化学工業,東京都港区,326252,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985443839&repDivID=1"
9010001035003,985670407,新日本電工株式会社,特定事業所排出者,鉄鋼業,東京都中央区,324292,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985670407&repDivID=1"
1010001092605,985974467,ヤマト運輸株式会社,特定事業所排出者,道路貨物運送業,東京都中央区,322707,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985974467&repDivID=1"
2000020111007,995300007,さいたま市,特定事業所排出者,地方公務,埼玉県さいたま市,320387,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=995300007&repDivID=1"
3140001110070,996410792,株式会社コベルコパワー神戸第二,特定事業所排出者,電気業,兵庫県神戸市,318072,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=996410792&repDivID=1"
6040001059563,260916473,株式会社ジャパンディスプレイ,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都港区,315982,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=260916473&repDivID=1"
5480001006794,720002871,日亜化学工業株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,徳島県阿南市,315350,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=720002871&repDivID=1"
9010401018045,985441601,鶴見サンマリン株式会社,特定貨物輸送事業者,水運業,東京都港区,313983,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985441601&repDivID=2"
9010001133657,985712679,日比共同製錬株式会社,特定事業所排出者,非鉄金属製造業,東京都品川区,312981,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985712679&repDivID=1"
2010001008717,985390806,大平洋金属株式会社,特定事業所排出者,鉄鋼業,青森県八戸市,312434,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985390806&repDivID=1"
1012801006520,985104502,奥多摩工業株式会社,特定事業所排出者,窯業・土石製品製造業,東京都立川市,311346,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985104502&repDivID=1"
7420001002343,120223928,株式会社青南ＲＥＲ,特定事業所排出者,廃棄物処理業,青森県青森市,311236,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=120223928&repDivID=1"
9010001034863,985525308,東邦亜鉛株式会社,特定事業所排出者,非鉄金属製造業,東京都千代田区,307446,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985525308&repDivID=1"
8080401002431,430105873,スズキ株式会社,特定事業所排出者,輸送用機械器具製造業,静岡県浜松市,306894,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=430105873&repDivID=1"
2120901001628,580064771,日東電工株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,大阪府大阪市,305263,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580064771&repDivID=1"
2010401064789,989496732,富士フイルム株式会社,特定事業所排出者,化学工業,東京都港区,304654,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=989496732&repDivID=1"
9020001043244,401103872,コカ・コーラ　ボトラーズジャパン株式会社,特定事業所排出者,飲料・たばこ・飼料製造業,東京都港区,303182,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=401103872&repDivID=1"
5010401020186,985462709,東亞合成株式会社,特定事業所排出者,化学工業,東京都港区,301624,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985462709&repDivID=1"
8000020130001,991300009,東京都,特定事業所排出者,地方公務,東京都新宿区,301564,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991300009&repDivID=1"
3360001008565,900001432,沖縄電力株式会社,特定事業所排出者,電気業,沖縄県浦添市,294258,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=900001432&repDivID=1"
8010401050387,985794306,三菱重工業株式会社,特定事業所排出者,はん用機械器具製造業,東京都千代田区,294218,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985794306&repDivID=1"
8000020130001,991301006,東京都交通局,特定旅客輸送事業者,鉄道業,東京都新宿区,292323,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991301006&repDivID=3"
9010003025076,031021409,ＪＥＲＡパワー横須賀合同会社,特定事業所排出者,電気業,神奈川県横須賀市,291682,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=031021409&repDivID=1"
4320201000242,830035279,株式会社戸髙鉱業社,特定事業所排出者,鉱業，採石業，砂利採取業,大分県津久見市,291334,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=830035279&repDivID=1"
1010001008734,985612501,日産化学株式会社,特定事業所排出者,化学工業,東京都中央区,290273,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985612501&repDivID=1"
9010001011318,985052701,出光興産株式会社,特定荷主,石油製品・石炭製品製造業,東京都千代田区,289671,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985052701&repDivID=5"
3290801002659,810144211,戸畑共同火力株式会社,特定事業所排出者,電気業,福岡県北九州市,288667,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=810144211&repDivID=1"
8120001068678,580241811,ニプロ株式会社,特定荷主,業務用機械器具製造業,大阪府摂津市,288044,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580241811&repDivID=5"
4011101010841,300057960,セイコーエプソン株式会社,特定事業所排出者,業務用機械器具製造業,長野県諏訪市,287159,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=300057960&repDivID=1"
1120001037978,580010082,株式会社クボタ,特定事業所排出者,生産用機械器具製造業,大阪府大阪市,285987,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580010082&repDivID=1"
5010001207282,346056187,JX金属製錬株式会社,特定事業所排出者,非鉄金属製造業,東京都港区,283961,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=346056187&repDivID=1"
6050005002007,990012260,国立研究開発法人日本原子力研究開発機構,特定事業所排出者,学術・開発研究機関,茨城県東海村,282870,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990012260&repDivID=1"
